Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25,873
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873
Volkswagen,Jetta,2015,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28,873
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28,873
Volkswagen,Jetta,2016,regular unleaded,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,873
Volkswagen,Jetta,2017,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873
Volkswagen,Jetta,2017,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,28,873
GMC,Jimmy,1999,regular unleaded,190,6,UNKNOWN,rear wheel drive,2,N/A,Compact,2dr SUV,19,14,549
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,14,549
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15,549
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15,549
GMC,Jimmy,2001,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14,549
GMC,Jimmy,2001,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,20,14,549
Dodge,Journey,2015,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851
Dodge,Journey,2015,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851
Dodge,Journey,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19,1851
Dodge,Journey,2016,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851
Dodge,Journey,2017,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1851
Nissan,Juke,2015,premium unleaded (required),215,4,MANUAL,front wheel drive,4,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25,2009
Nissan,Juke,2015,premium unleaded (required),211,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009
Nissan,Juke,2016,premium unleaded (recommended),188,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009
Nissan,Juke,2016,premium unleaded (required),211,4,MANUAL,front wheel drive,4,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25,2009
Nissan,Juke,2017,premium unleaded (recommended),188,4,MANUAL,front wheel drive,4,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,33,27,2009
Nissan,Juke,2017,premium unleaded (required),211,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009
Subaru,Justy,1992,regular unleaded,73,3,MANUAL,four wheel drive,4,Hatchback,Compact,4dr Hatchback,29,24,640
Subaru,Justy,1992,regular unleaded,66,3,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,28,640
Infiniti,JX,2013,premium unleaded (recommended),265,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,23,18,190
Kia,K900,2015,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1720
Suzuki,Kizashi,2011,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,29,22,481
Suzuki,Kizashi,2011,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,20,481
Suzuki,Kizashi,2012,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,23,481
Suzuki,Kizashi,2012,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,29,22,481
Suzuki,Kizashi,2012,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,23,481
Suzuki,Kizashi,2012,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,30,23,481
Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,26,17,155
Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,28,18,155
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,26,17,155
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,28,18,155
Mitsubishi,Lancer Evolution,2014,premium unleaded (required),291,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,22,17,436
Mitsubishi,Lancer Evolution,2014,premium unleaded (required),291,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,23,17,436
Mitsubishi,Lancer Sportback,2014,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,24,436
Mitsubishi,Lancer,2015,regular unleaded,148,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,34,25,436
Mitsubishi,Lancer,2016,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,31,24,436
Mitsubishi,Lancer,2016,regular unleaded,168,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,31,22,436
Toyota,Land Cruiser,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031
Toyota,Land Cruiser,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031
Plymouth,Laser,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,21,535
Plymouth,Laser,1993,regular unleaded,135,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,19,535
Chrysler,Le Baron,1993,regular unleaded,100,4,UNKNOWN,front wheel drive,2,N/A,Compact,Convertible,24,18,1013
Chrysler,Le Baron,1993,regular unleaded,141,6,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,26,18,1013
Pontiac,Le Mans,1991,regular unleaded,74,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,27,210
Pontiac,Le Mans,1992,regular unleaded,74,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,34,24,210
Nissan,Leaf,2015,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,101,126,2009
Nissan,Leaf,2015,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,101,126,2009
Subaru,Legacy,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,36,26,640
Subaru,Legacy,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,36,26,640
Subaru,Legacy,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,36,26,640
Subaru,Legacy,2017,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,28,20,640
Acura,Legend,1993,regular unleaded,230,6,MANUAL,front wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,15,204
Acura,Legend,1994,regular unleaded,230,6,MANUAL,front wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,16,204
Acura,Legend,1995,regular unleaded,200,6,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,16,204
Acura,Legend,1995,regular unleaded,230,6,MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,16,204
Lexus,LFA,2012,premium unleaded (required),552,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Coupe,16,11,454
Chrysler,LHS,1999,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1013
Subaru,Loyale,1993,regular unleaded,90,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,29,22,640
Subaru,Loyale,1993,regular unleaded,90,4,MANUAL,four wheel drive,4,N/A,Compact,Sedan,26,21,640
Land Rover,LR2,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,24,17,258
Land Rover,LR2,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,24,17,258
Land Rover,LR4,2015,premium unleaded (required),340,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,19,14,258
Land Rover,LR4,2015,premium unleaded (required),340,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,19,14,258
Lexus,LS 430,2006,premium unleaded (required),278,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454
Lexus,LS 460,2015,premium unleaded (required),360,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454
Lexus,LS 460,2016,premium unleaded (required),360,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454
Lexus,LS 460,2017,premium unleaded (required),359,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454
Lincoln,LS,2004,premium unleaded (required),232,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,61
Lincoln,LS,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,15,61
Oldsmobile,LSS,1997,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,17,26
Oldsmobile,LSS,1998,regular unleaded,195,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,17,26
Ford,LTD Crown Victoria,1990,regular unleaded,150,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,22,15,5657
Ford,LTD Crown Victoria,1991,regular unleaded,150,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,22,15,5657
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,26,17,155
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,26,17,155
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,26,17,155
Buick,Lucerne,2010,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,22,15,155
Chevrolet,Lumina Minivan,1994,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Cargo Minivan,21,17,1385
Chevrolet,Lumina Minivan,1995,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Passenger Minivan,21,17,1385
Lexus,LX 450,1996,regular unleaded,212,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,12,454
Lexus,LX 450,1997,regular unleaded,212,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,12,454
Mercedes-Benz,M-Class,2013,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,20,14,617
Mercedes-Benz,M-Class,2013,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,18,617
Mercedes-Benz,M-Class,2015,diesel,,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,29,22,617
Mercedes-Benz,M-Class,2015,premium unleaded (required),518,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617
Infiniti,M35,2008,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,190
Infiniti,M35,2008,premium unleaded (required),275,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,22,16,190
BMW,M3,2017,premium unleaded (required),425,6,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3916
BMW,M4 GTS,2016,premium unleaded (required),493,6,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3916
BMW,M4,2016,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916
BMW,M4,2016,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916
BMW,M6 Gran Coupe,2016,premium unleaded (required),552,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916
BMW,M6 Gran Coupe,2017,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916
Porsche,Macan,2016,premium unleaded (required),340,6,AUTOMATED_MANUAL,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715
Porsche,Macan,2016,premium unleaded (required),400,6,AUTOMATED_MANUAL,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715
Dodge,Magnum,2006,premium unleaded (required),425,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Wagon,18,13,1851
Dodge,Magnum,2007,regular unleaded,250,6,AUTOMATIC,all wheel drive,4,N/A,Large,Wagon,22,15,1851
Dodge,Magnum,2008,regular unleaded,340,8,AUTOMATIC,rear wheel drive,4,Performance,Large,Wagon,23,15,1851
Dodge,Magnum,2008,regular unleaded,178,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,26,18,1851
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,24,1385
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,24,1385
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,18,1385
Chevrolet,Malibu Maxx,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Midsize,4dr Hatchback,22,15,1385
Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,1385
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385
Chevrolet,Malibu,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385
Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,1385
Lincoln,Mark LT,2008,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Luxury,Large,Crew Cab Pickup,17,13,61
Lincoln,Mark LT,2008,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Crew Cab Pickup,16,12,61
Lincoln,Mark VII,1991,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,22,15,61
Lincoln,Mark VII,1991,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,22,15,61
Toyota,Matrix,2012,regular unleaded,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,2031
Toyota,Matrix,2012,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,21,2031
Nissan,Maxima,2014,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,19,2009
Nissan,Maxima,2016,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,High-Performance,Midsize,Sedan,30,22,2009
Nissan,Maxima,2017,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,High-Performance,Midsize,Sedan,30,21,2009
Mercedes-Benz,Maybach,2016,premium unleaded (required),523,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,20,13,617
Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,24,18,586
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,24,18,586
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,18,204
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,204
Chevrolet,Metro,2000,regular unleaded,55,3,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,41,32,1385
Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,31,1385
Mazda,Millenia,2000,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,17,586
Mazda,Millenia,2001,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,25,17,586
Infiniti,M,2012,premium unleaded (required),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,190
Infiniti,M,2012,premium unleaded (required),420,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,190
Mitsubishi,Mirage,2014,regular unleaded,74,3,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,42,34,436
Mitsubishi,Mirage,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,44,37,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,43,37,436
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,26,19,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,20,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,21,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,25,19,61
Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,24,17,61
Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,26,17,61
Lincoln,MKX,2015,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,17,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,61
Lincoln,MKZ,2015,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,"Luxury,Hybrid",Midsize,Sedan,39,41,61
Lincoln,MKZ,2015,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,61
Lincoln,MKZ,2017,regular unleaded,,4,AUTOMATIC,front wheel drive,4,"Luxury,Hybrid",Midsize,Sedan,38,41,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,28,20,61
Lincoln,MKZ,2017,regular unleaded,,4,AUTOMATIC,front wheel drive,4,"Luxury,Hybrid",Midsize,Sedan,38,41,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,28,20,61
Tesla,Model S,2015,electric,,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,Sedan,98,89,1391
Tesla,Model S,2015,electric,,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,Sedan,90,88,1391
Tesla,Model S,2016,electric,,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,Sedan,90,88,1391
Dodge,Monaco,1990,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,15,1851
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,24,17,210
Pontiac,Montana,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,210
Pontiac,Montana,2005,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210
Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,29,19,1385
Chevrolet,Monte Carlo,2006,regular unleaded,303,8,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,16,1385
Mitsubishi,Montero Sport,2002,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,436
Mitsubishi,Montero Sport,2002,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,17,14,436
Mitsubishi,Montero Sport,2003,regular unleaded,197,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,17,14,436
Mitsubishi,Montero Sport,2003,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,436
McLaren,MP4-12C,2012,premium unleaded (required),592,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,22,15,416
McLaren,MP4-12C,2013,premium unleaded (required),616,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,22,15,416
Toyota,MR2 Spyder,2003,premium unleaded (required),138,4,AUTOMATED_MANUAL,rear wheel drive,2,Performance,Compact,Convertible,30,22,2031
Toyota,MR2 Spyder,2003,premium unleaded (required),138,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,29,23,2031
Toyota,MR2,1995,regular unleaded,135,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26,19,2031
Toyota,MR2,1995,regular unleaded,200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,18,2031
Nissan,Murano,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009
Nissan,Murano,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009
Nissan,Murano,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009
Nissan,Murano,2016,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009
Nissan,Murano,2017,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009
Nissan,Murano,2017,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009
Lamborghini,Murcielago,2008,premium unleaded (required),632,12,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,14,9,1158
Lamborghini,Murcielago,2009,premium unleaded (required),631,12,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,13,8,1158
Ford,Mustang SVT Cobra,1999,regular unleaded,320,8,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,22,15,5657
Ford,Mustang SVT Cobra,1999,regular unleaded,320,8,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,22,15,5657
Ford,Mustang,2015,premium unleaded (recommended),435,8,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,25,15,5657
Ford,Mustang,2016,premium unleaded (recommended),435,8,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,25,15,5657
Ford,Mustang,2017,regular unleaded,300,6,MANUAL,rear wheel drive,2,N/A,Midsize,Coupe,27,18,5657
Ford,Mustang,2017,premium unleaded (recommended),310,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,30,21,5657
Mazda,MX-3,1994,regular unleaded,88,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,586
Mazda,MX-3,1995,regular unleaded,88,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,586
Mazda,MX-5 Miata,2014,premium unleaded (recommended),158,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586
Mazda,MX-5 Miata,2014,premium unleaded (recommended),167,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,28,21,586
